loan_amnt,int_rate,EmploymentLength ,Loan_Purpose ,home_ownership,LoanTerm,total_rec_prncp,total_rec_int,total_pymnt
27500,12,2,3,1,2,300.93,369.87,27653
27500,11,2,1,1,2,699.96,414.52,1114
27500,13,3,4,1,2,659.49,561.62,1221
27500,16,4,10,1,2,680.4,519.47,671
27500,17,7,3,1,2,593.35,706.3,1300
27500,10,9,2,1,2,747.39,341.55,1178
27500,12,10,3,3,3,707.12,470.43,1200
27500,8,10,3,3,3,27500,153.23,1089
27600,13,4,3,1,2,661.9,573.62,1236
27650,11,4,3,3,3,703.78,449.71,1153
27950,8,4,3,1,1,1379.8,357.74,1738
27975,14,10,2,1,1,1257.91,633.4,1891
28000,6,10,2,1,1,1320.01,495.22,1700
28000,14,4,3,1,1,1259.04,633.96,1893
28000,8,10,3,2,1,1417.68,282.59,1741
28000,8,1,2,3,1,28000,486.77,1726
28000,11,4,2,3,1,1382.26,358.39,1801
28000,11,5,2,3,1,1331.61,469.34,1815
28000,15,11,3,3,1,1395.08,330.78,28487
28000,22,1,2,1,1,701.75,498.12,1506
28000,18,1,3,1,1,661.21,597.45,1351
28000,8,1,2,1,2,748.93,387.83,1115
28000,12,1,3,1,2,519.63,986.06,1213
28000,13,10,3,1,2,671.48,571.83,28442
28000,26,10,6,1,2,645.33,468.82,1646
28000,18,10,3,1,2,671.48,571.83,1351
28000,20,10,3,1,2,604.13,745.45,2997
28000,18,10,3,1,2,748.93,387.83,1379
28000,19,10,3,1,2,616.92,711.42,1407
28000,20,10,3,1,2,661.21,597.45,1404
28000,14,10,2,1,2,748.93,387.83,1259
28000,14,10,2,1,2,635.86,638.57,603
28000,14,10,3,1,2,635.86,638.57,1259
28000,14,10,3,1,2,719.98,438.81,592
28000,14,10,3,1,2,328.75,263.67,1294
28000,15,10,3,1,2,586.88,764.36,1274
28000,14,10,3,1,2,671.48,551.64,1272
28000,17,10,3,1,2,586.88,764.36,1469
28000,10,10,2,1,2,719.98,438.81,1159
28000,13,10,3,1,2,616.92,636.1,1243
28000,13,10,4,1,2,692.76,501.39,1243
28000,9,10,3,1,2,719.98,446.84,1137
28000,8,10,3,1,2,712.68,455.41,1045
28000,18,2,2,1,2,671,422.45,1393
28000,19,2,4,1,2,645.32,626.38,1377
28000,15,2,9,1,2,328.75,274.21,1204
28000,11,2,2,1,2,712.68,463.75,1200
28000,10,2,3,1,2,661.21,586.9,1167
28000,14,3,3,1,2,477.31,1098.71,1114
28000,11,3,2,1,2,645.32,626.38,1168
28000,11,3,2,1,2,519.63,968.68,1168
28000,19,4,6,1,2,586.88,778.33,1407
28000,14,4,3,1,2,306.41,414.26,1294
28000,12,4,3,1,2,645.32,648.89,1194
28000,16,5,3,1,2,519.63,1003.44,1328
28000,13,5,3,1,2,760.97,284.06,1223
28000,8,5,2,1,2,645.32,648.89,1121
28000,25,6,3,1,2,229.58,695.75,1576
28000,16,6,3,1,2,586.88,806.29,721
28000,14,7,3,1,2,464.19,1181.84,1248
28000,17,8,3,1,2,571.45,835.2,1350
28000,12,8,3,1,2,635.87,568.47,1203
28000,11,11,3,1,3,2057.82,938.85,1176
28000,22,10,3,2,3,519.63,986.06,1523
28000,10,3,6,2,3,586.88,792.31,1159
28000,13,5,3,2,3,760.97,360.5,1293
28000,26,1,3,3,3,275.79,604.24,1605
28000,22,1,3,3,3,692.76,519.75,1506
28000,19,1,3,3,3,604.13,745.45,814
28000,15,1,3,3,3,571.45,835.2,1274
28000,18,1,3,3,3,283.49,530.32,1365
28000,14,1,3,3,3,661.21,597.45,1272
28000,14,10,3,3,3,635.86,638.57,1259
28000,10,10,2,3,3,719.98,438.81,1159
28000,9,10,2,3,3,712.68,455.41,1137
28000,21,2,3,3,3,671.48,621.47,1447
28000,14,2,2,3,3,571.45,805.73,1272
28000,14,2,3,3,3,556.16,847.55,1294
28000,9,2,2,3,3,28000,442.04,1137
28000,22,3,3,3,3,645.32,626.38,1488
28000,15,3,2,3,3,692.76,510.57,1274
28000,17,3,2,3,3,541.34,905.21,1363
28000,16,3,3,3,3,645.32,648.89,1253
28000,13,8,6,3,3,760.97,354.13,1093
28000,26,11,3,3,3,765.13,703.39,925
28000,20,11,2,3,3,464.19,1140.92,880
28000,17,11,2,3,3,604.13,758.61,1350
28500,14,5,4,1,2,614.92,758.76,1260
28500,17,1,3,2,3,673.02,586.64,1374
28700,12,10,3,1,2,263.86,712.72,1243
28700,22,5,3,1,2,710.08,532.74,977
28725,14,9,3,1,2,662.04,642.6,1305
28800,20,10,3,1,2,490.95,1150.37,1476
28800,8,2,2,1,2,572.05,903.64,1140
28800,25,6,3,1,2,556.8,947.78,1641
28800,21,11,3,1,2,782.72,357.7,1505
28800,17,10,3,3,3,621.41,538.95,1160
29000,14,8,6,1,1,1357.21,535.17,1961
29000,12,10,3,2,1,1304.01,656.6,1892
29000,7,1,3,3,1,29000,6.85,29007
29000,14,1,2,1,1,386.43,212.91,1315
29000,18,10,2,1,2,658.57,564.58,1443
29000,14,10,2,1,2,638.95,723.82,1305
29000,16,10,3,1,2,607.85,835.08,1363
29000,8,3,3,1,2,625.72,772.07,1148
29000,9,9,3,1,2,788.15,373.38,599
29000,16,11,9,1,3,668.36,637.1,1350
29000,8,4,3,2,3,638.81,710.96,1162
29000,17,2,3,3,3,788.15,360.18,1398
29000,15,5,3,3,3,717.52,528.8,1223
29000,12,5,2,3,3,684.83,629.7,1246
29025,27,1,3,3,3,468.03,1269.96,1738
29050,10,1,4,1,1,29050,225.06,29275
29250,13,2,3,1,2,701.46,607.91,1309
29350,19,5,8,1,2,599,659.29,1258
29350,14,8,3,3,3,676.43,680.18,1357
29400,12,10,3,1,2,727.4,536.09,1263
29450,8,10,3,1,1,1453.83,376.95,1831
29575,27,9,3,1,2,476.91,1271.62,1749
29600,12,1,2,3,3,804.46,381.1,1282
29600,8,1,2,3,3,732.35,549.44,1186
29625,15,1,3,2,3,672.75,700.35,1373
29650,14,10,9,1,2,683.34,687.12,1370
29750,16,5,3,3,3,655.46,755.89,1411
29775,17,10,3,2,3,641.81,765.36,1407
29800,19,10,3,3,3,858.18,873.21,1731
29875,27,2,9,2,3,481.75,1307.15,1789
30000,16,1,10,1,1,1315.37,757.86,2073
30000,7,1,2,1,1,1300.08,794.12,1986
30000,8,1,3,1,1,30000,26.44,1010
30000,8,1,2,1,1,2884.01,657.41,1865
30000,19,10,3,1,1,1300.08,794.12,2150
30000,16,10,3,1,1,1494.73,354.41,2073
30000,12,10,3,1,1,1506.57,329.06,1033
30000,11,10,3,1,1,1279.27,769.2,1972
30000,9,10,3,1,1,1404.01,553.63,1881
30000,19,2,9,1,1,7464.26,480.62,2150
30000,6,2,3,1,1,1337.84,705.13,930
30000,16,4,3,1,1,1315.37,757.86,1043
30000,7,4,6,1,1,1656.66,328.97,1836
30000,22,5,3,1,1,1315.37,757.86,30026
30000,11,5,2,1,1,1414.29,530.59,1945
30000,6,5,3,1,1,1315.37,623.36,1822
30000,16,7,3,1,1,757.43,172.27,2073
30000,15,7,3,1,1,653.29,390.05,2043
30000,12,7,3,1,1,710.2,250.13,1958
30000,13,7,3,1,1,1348.98,679.24,1989
30000,8,7,2,1,1,1467.57,413.11,1849
30000,18,1,2,2,1,745.02,264.6,2048
30000,14,1,4,2,1,1467.57,413.11,2028
30000,11,10,3,2,1,1506.57,329.06,960
30000,9,10,3,2,1,1426.73,404.59,1881
30000,20,2,3,2,1,1241.6,935.98,2178
30000,8,9,3,2,1,1223.17,981.73,1865
30000,16,1,2,3,1,1467.57,413.11,1939
30000,11,1,3,3,1,745.02,214.2,1831
30000,7,1,2,3,1,698.58,334.33,1836
30000,9,1,3,3,1,1379.48,609.13,1881
30000,11,1,6,3,1,1467.57,413.11,7945
30000,8,1,2,3,1,1481,383.98,959
30000,19,10,3,3,1,1441.26,530.46,2150
30000,17,10,2,3,1,1481,383.98,2094
30000,17,10,3,3,1,1260.43,889.78,2094
30000,15,10,3,3,1,1260.43,889.78,3541
30000,15,10,3,3,1,1260.43,889.78,2043
30000,21,5,3,3,1,1518.94,302.77,2205
30000,9,7,3,3,1,1337.84,705.13,1881
30000,26,1,3,1,1,612.25,894.86,1720
30000,26,1,3,1,1,660.98,762.23,1720
30000,25,1,3,1,1,628.81,848.91,1731
30000,27,1,4,1,1,483.75,1289.89,1728
30000,18,1,3,1,1,497.35,1244.33,1448
30000,22,1,4,1,1,719.45,612.68,1632
30000,19,1,10,1,1,580,987.28,1507
30000,17,1,2,1,1,770.52,488.26,1432
30000,14,1,3,1,1,612.25,894.86,730
30000,14,1,3,1,1,742.25,556.87,1326
30000,14,1,3,1,1,681.28,709.21,1387
30000,13,1,2,1,1,647.29,798.69,1311
30000,12,1,2,1,1,628.81,848.91,1309
30000,12,1,2,1,1,245.99,613.89,1299
30000,11,1,3,1,1,708.44,640.12,1269
30000,12,1,3,1,1,708.44,640.12,1299
30000,12,1,3,1,2,628.81,848.91,1299
30000,11,1,3,1,2,763.6,505.8,1252
30000,13,1,3,1,2,343.64,385.86,1321
30000,11,1,3,1,2,815.33,386.25,1252
30000,12,1,3,1,2,691.4,683.18,1279
30000,12,1,3,1,2,763.6,505.8,1309
30000,12,1,4,1,2,677.04,713.45,1279
30000,10,1,9,1,2,815.34,285.26,1259
30000,8,1,3,1,2,815.33,386.25,1195
30000,20,1,3,1,2,771.41,487.37,1521
30000,14,1,3,1,2,742.25,556.87,1349
30000,17,1,3,1,2,742.25,556.87,1446
30000,11,1,2,1,2,612.25,894.86,1269
30000,10,1,3,1,2,719.45,612.68,1259
30000,10,1,3,1,2,612.25,894.86,1147
30000,26,10,2,1,2,763.6,505.8,860
30000,27,10,3,1,2,691.4,683.18,1774
30000,27,10,3,1,2,628.82,624.28,1728
30000,25,10,3,1,2,815.33,386.25,1667
30000,23,10,3,1,2,815.33,386.25,1666
30000,27,10,3,1,2,802.41,415.55,1774
30000,27,10,3,1,2,691.4,683.18,1864
30000,26,10,5,1,2,384.06,258.25,1698
30000,19,10,2,1,2,406.29,191.09,1507
30000,18,10,2,1,2,708.44,640.12,1253
30000,18,10,2,1,2,681.28,709.21,1448
30000,19,10,2,1,2,369.31,413,1665
30000,19,10,3,1,2,380.1,241.2,1507
30000,18,10,3,1,2,681.28,709.21,1478
30000,19,10,3,1,2,384.06,361.55,1507
30000,19,10,3,1,2,771.41,487.37,1397
30000,19,10,3,1,2,815.33,386.25,1491
30000,20,10,3,1,2,771.41,487.37,1521
30000,22,10,3,1,2,815.33,386.25,1446
30000,19,10,3,1,2,821.12,493.85,1476
30000,18,10,3,1,2,763.6,505.8,1553
30000,19,10,3,1,2,708.44,640.12,1491
30000,18,10,3,1,2,691.4,683.18,1463
30000,18,10,4,1,2,771.41,375.47,1478
30000,19,10,4,1,2,287.5,470.03,1507
30000,15,10,2,1,2,708.44,640.12,1390
30000,14,10,2,1,2,483.75,1289.89,1350
30000,14,10,2,1,2,681.28,684.18,1349
30000,14,10,2,1,2,802.41,415.55,1350
30000,14,10,2,1,2,763.6,505.8,1363
30000,16,10,3,1,2,708.44,617.52,1423
30000,15,10,3,1,2,771.41,487.37,1390
30000,14,10,3,1,2,338.52,525.7,1349
30000,15,10,3,1,2,742.25,537.2,1390
30000,17,10,3,1,2,511.4,1156.08,1418
30000,14,10,3,1,2,815.33,372.61,691
30000,14,10,3,1,2,660.98,735.33,1255
30000,14,10,3,1,2,556.74,1019.24,1387
30000,14,10,3,1,2,771.41,470.15,1349
30000,16,10,3,1,2,647.29,770.51,1396
30000,16,10,3,1,2,742.25,537.2,1517
30000,14,10,3,1,2,647.29,770.51,1337
30000,12,10,2,1,2,628.81,818.95,1309
30000,11,10,2,1,2,1119.25,170.63,1269
30000,11,10,2,1,2,628.81,818.95,1286
30000,12,10,2,1,2,719.45,591.05,1279
30000,12,10,2,1,2,708.44,617.52,1309
30000,12,10,3,1,2,483.75,1244.45,1299
30000,10,10,3,1,2,483.76,949.02,1259
30000,12,10,3,1,2,691.4,659.07,782
30000,10,10,3,1,2,628.81,818.95,1140
30000,13,10,3,1,2,691.4,659.07,1321
30000,12,10,3,1,2,771.41,470.15,1329
30000,12,10,3,1,2,369.31,295,743
30000,12,10,3,1,2,771.41,368.18,1299
30000,11,10,3,1,2,815.33,372.61,1269
30000,10,10,3,1,2,352.23,339,1259
30000,12,10,3,1,2,708.44,617.52,1279
30000,12,10,3,1,2,483.75,1244.45,1279
30000,11,10,3,1,2,338.52,475.64,1278
30000,10,10,4,1,2,2325.42,1172.42,1259
30000,10,10,4,1,2,691.4,659.07,1173
30000,10,10,4,1,2,815.33,372.61,1259
30000,10,10,9,1,2,647.29,770.51,1250
30000,10,10,9,1,2,815.33,372.61,1259
30000,8,10,3,1,2,511.4,1156.08,1290
30000,8,10,3,1,2,660.98,748.78,1195
30000,9,10,3,1,2,742.25,547.04,1218
30000,8,10,4,1,2,612.25,784.38,1202
30000,8,10,4,1,2,628.81,833.93,1195
30000,8,10,9,1,2,815.33,372.61,597
30000,27,2,3,1,2,719.45,601.86,1728
30000,19,2,3,1,2,1106.46,914.12,1491
30000,19,2,3,1,2,660.98,748.78,1523
30000,17,2,3,1,2,716.55,538.34,1460
30000,17,2,3,1,2,556.74,1037.86,1432
30000,15,2,4,1,2,771.41,351.29,1403
30000,11,2,2,1,2,580,969.87,1252
30000,13,2,3,1,2,708.44,628.82,1332
30000,13,2,3,1,2,708.44,628.82,736
30000,12,2,3,1,2,771.41,478.76,1142
30000,8,2,2,1,2,483.75,1267.17,1188
30000,8,2,3,1,2,742.26,586.37,1202
30000,8,2,3,1,2,719.45,601.86,1202
30000,8,2,3,1,2,719.45,601.86,1188
30000,8,2,4,1,2,525.79,1131.98,1208
30000,24,3,6,1,2,612.25,879.08,1658
30000,22,3,3,1,2,595.89,924.69,1576
30000,18,3,3,1,2,681.28,696.69,1478
30000,15,3,2,1,2,497.35,1222.41,1365
30000,14,3,3,1,2,628.81,833.93,1349
30000,10,3,2,1,2,771.41,478.76,1259
30000,12,3,3,1,2,612.25,879.08,1299
30000,12,3,3,1,2,26992.56,602.04,664
30000,11,3,3,1,2,742.25,547.04,1252
30000,8,3,2,1,2,771.41,401.28,1851
30000,8,3,2,1,2,719.45,623.5,1195
30000,9,3,2,1,2,815.33,379.43,701
30000,8,3,3,1,2,815.33,379.43,1188
30000,8,3,3,1,2,691.4,695.24,1320
30000,20,4,3,1,2,647.29,812.79,1521
30000,22,4,3,1,2,595.89,924.69,1613
30000,14,4,2,1,2,595.89,957.89,1326
30000,14,4,3,1,2,742.25,547.04,1375
30000,14,4,3,1,2,556.74,888.86,1375
30000,15,4,3,1,2,369.32,373.66,1390
30000,17,4,3,1,2,660.98,775.68,1418
30000,16,4,3,1,2,647.29,812.79,1423
30000,10,4,4,1,2,647.29,869.16,1123
30000,8,4,3,1,2,742.25,566.7,1101
30000,8,4,3,1,2,742.26,498.71,1202
30000,8,4,3,1,2,742.25,566.7,1195
30000,18,5,3,1,2,742.25,566.7,1448
30000,19,5,4,1,2,815.34,427.2,1523
30000,14,5,3,1,2,540.48,1125.78,1326
30000,12,5,3,1,2,742.25,566.7,1309
30000,13,5,3,1,2,612.25,910.64,1246
30000,9,5,3,1,2,742.25,566.7,1203
30000,21,6,3,1,2,741.16,567.79,758
30000,21,6,3,1,2,742.25,556.87,1585
30000,18,6,3,1,2,815.33,393.08,1358
30000,14,6,3,1,2,742.25,566.7,1349
30000,14,6,3,1,2,580,1004.68,1326
30000,16,6,3,1,2,0,0,1410
30000,10,6,4,1,2,708.44,640.12,1242
30000,8,6,3,1,2,742.25,556.87,1202
30000,27,7,3,1,2,771.41,487.37,1751
30000,17,7,3,1,2,681.28,709.21,1516
30000,17,7,3,1,2,595.89,941.29,1432
30000,12,7,2,1,2,719.45,612.68,1289
30000,11,7,3,1,2,556.74,1056.48,1278
30000,14,8,3,1,2,815.33,386.25,1337
30000,12,8,1,1,2,763.6,505.8,1309
30000,12,8,3,1,2,708.44,640.12,1279
30000,13,8,3,1,2,742.25,556.87,1321
30000,13,8,3,1,2,369.32,393.33,1321
30000,12,8,3,1,2,719.45,612.68,1309
30000,8,8,2,1,2,719.45,526.15,1208
30000,14,9,2,1,2,628.81,848.91,1350
30000,13,9,3,1,2,742.25,556.87,1321
30000,8,9,3,1,2,511.4,1198.31,1243
30000,27,11,3,1,2,357.8,378.58,1751
30000,14,11,2,1,2,719.45,612.68,1247
30000,13,11,2,1,3,763.6,505.8,1246
30000,12,11,3,1,3,708.44,538.42,1815
30000,10,11,3,1,3,771.41,487.37,1242
30000,12,11,3,1,3,742.25,556.87,1289
30000,25,1,10,2,3,612.25,894.86,1731
30000,18,1,3,2,3,511.4,1198.31,1463
30000,17,1,3,2,3,681.28,709.21,1432
30000,11,1,3,2,3,660.98,762.23,1269
30000,26,10,3,2,3,660.98,762.23,1742
30000,25,10,3,2,3,483.75,1289.89,1710
30000,20,10,3,2,3,742.25,556.87,1504
30000,18,10,9,2,3,647.29,798.69,1448
30000,15,10,3,2,3,708.44,640.12,1403
30000,15,10,4,2,3,802.41,415.55,1365
30000,12,10,2,2,3,708.44,640.12,1309
30000,11,10,3,2,3,357.8,378.58,1269
30000,12,10,3,2,3,771.41,487.37,1279
30000,9,10,3,2,3,751.89,533.69,1218
30000,8,10,4,2,3,660.98,735.33,1195
30000,11,2,3,2,3,497.35,1200.49,1269
30000,12,2,3,2,3,660.98,735.33,1299
30000,20,3,3,2,3,647.29,770.51,1537
30000,8,3,3,2,3,660.98,762.23,1208
30000,8,4,3,2,3,771.41,487.37,1202
30000,26,5,3,2,3,681.28,684.18,3498
30000,22,8,3,2,3,763.6,487.93,1595
30000,16,8,3,2,3,1281.22,533.92,1437
30000,14,9,3,2,3,719.45,526.15,1350
30000,10,9,3,2,3,30000,349.72,642
30000,17,1,3,3,3,802.41,400.86,1418
30000,16,1,3,3,3,681.28,684.18,1410
30000,14,1,3,3,3,708.44,617.52,1337
30000,14,1,10,3,3,763.6,487.93,1349
30000,12,1,3,3,3,742.25,537.2,1309
30000,12,1,3,3,3,719.45,591.05,1289
30000,10,1,10,3,3,612.25,863.29,1250
30000,27,1,2,3,3,771.41,470.15,1433
30000,27,1,3,3,3,483.75,1244.45,1774
30000,25,1,3,3,3,763.6,487.93,1710
30000,21,1,3,3,3,580,952.46,1550
30000,14,1,3,3,3,691.4,659.07,1375
30000,12,1,2,3,3,708.44,617.52,1241
30000,11,1,3,3,3,660.98,856.38,621
30000,13,1,3,3,3,595.89,908.09,1332
30000,13,1,3,3,3,556.74,1037.86,1332
30000,8,1,3,3,3,612.25,863.29,1188
30000,27,10,3,3,3,239.16,568.13,807
30000,12,10,3,3,3,1480.75,370.57,625
30000,25,10,3,3,3,719.45,601.86,1667
30000,20,10,2,3,3,742.25,537.2,1554
30000,22,10,3,3,3,628.81,923.78,1595
30000,22,10,3,3,3,742.25,537.2,27595
30000,16,10,2,3,3,742.25,537.2,1396
30000,14,10,3,3,3,628.81,729.1,1375
30000,14,10,3,3,3,719.45,601.86,1349
30000,15,10,3,3,3,742.25,537.2,864
30000,16,10,3,3,3,691.4,671.13,1396
30000,16,10,3,3,3,628.81,818.95,1437
30000,15,10,6,3,3,612.25,879.08,1378
30000,16,10,7,3,3,763.6,487.93,1410
30000,17,10,9,3,3,815.33,379.43,1418
30000,10,10,2,3,3,742.25,537.2,1242
30000,12,10,2,3,3,742.25,537.2,1299
30000,12,10,2,3,3,763.6,496.87,1279
30000,13,10,3,3,3,742.25,547.04,1332
30000,12,10,3,3,3,647.29,784.6,1289
30000,13,10,3,3,3,742.25,547.04,1321
30000,8,10,2,3,3,940.33,379.43,1188
30000,8,10,2,3,3,815.33,379.43,1127
30000,26,2,3,3,3,483.75,1267.17,0
30000,21,2,3,3,3,497.35,1222.41,1567
30000,17,2,3,3,3,647.29,784.6,1446
30000,15,2,3,3,3,595.89,924.69,1426
30000,16,2,3,3,3,660.98,748.78,1423
30000,16,2,3,3,3,815.33,379.43,1437
30000,17,2,5,3,3,496.63,1223.13,1460
30000,10,2,3,3,3,647.29,784.6,1259
30000,8,2,3,3,3,369.31,255.67,1202
30000,16,3,3,3,3,628.81,833.93,30350
30000,18,3,2,3,3,511.4,1177.19,1463
30000,21,3,3,3,3,647.29,784.6,1532
30000,15,3,2,3,3,742.25,566.7,1390
30000,16,3,2,3,3,691.4,695.24,1423
30000,12,3,2,3,3,815.33,379.43,1289
30000,11,3,2,3,3,815.33,379.43,1260
30000,18,4,9,3,3,742.25,547.04,1478
30000,13,4,3,3,3,742.25,399.54,1311
30000,8,4,2,3,3,612.25,1052.69,1208
30000,8,4,3,3,3,612.25,910.64,1195
30000,26,5,3,3,3,511.4,1219.43,1720
30000,20,5,3,3,3,660.98,775.68,2021
30000,14,5,3,3,3,815.34,312.1,1349
30000,14,5,3,3,3,708.44,651.42,1326
30000,15,5,3,3,3,763.6,514.73,1365
30000,13,5,3,3,3,719.45,601.86,1332
30000,12,5,3,3,3,660.98,775.68,1289
30000,25,6,3,3,3,708.44,628.82,1689
30000,14,6,3,3,3,815.33,393.08,1360
30000,9,6,2,3,3,763.6,514.73,1218
30000,19,7,3,3,3,483.76,1380.25,1476
30000,15,7,3,3,3,511.4,1219.43,814
30000,10,7,3,3,3,399.75,301.01,746
30000,12,7,3,3,3,815.33,393.08,1299
30000,12,8,2,3,3,742.25,566.7,1279
30000,13,8,3,3,3,556.74,1075.11,1315
30000,12,8,3,3,3,681.28,721.73,763
30000,13,11,3,3,3,815.33,393.08,1343
30000,13,11,4,3,3,681.28,721.73,736
30175,10,6,3,3,3,386.29,242.44,629
30375,11,1,2,1,2,773.14,512.12,1285
30450,16,1,3,3,3,670.9,787.32,1458
30500,12,10,2,1,1,1427.41,562.86,1990
30500,13,3,3,3,3,731.44,622.89,1354
30600,22,1,3,3,3,641.38,835.33,1664
30600,18,6,3,3,3,567.87,1096.61,1477
30650,13,1,3,1,2,735.03,603.85,1339
30650,18,4,6,3,3,642.43,882.59,1525
30700,24,7,3,3,3,28664.38,177.69,28842
30800,11,10,2,1,1,1452.02,399.59,1852
30800,12,10,3,1,2,762.06,581.81,1344
30850,12,10,3,1,2,763.28,491.75,1255
30900,11,1,2,1,1,385.4,407.73,793
30950,8,4,4,1,2,841.15,391.45,1233
31000,8,1,3,3,1,1530.36,307.36,1838
31000,8,1,2,1,2,668.88,665.15,1335
31000,11,10,2,1,2,714.47,705.95,1312
31000,8,10,2,1,2,789.04,522.67,1228
31000,13,10,3,2,3,355.1,361.35,1365
31000,11,5,2,2,3,743.43,621.92,1312
31000,23,6,4,2,3,668.88,810.75,1661
31000,14,11,2,2,3,789.04,522.67,716
31000,14,1,3,3,3,797.12,503.61,1420
31000,17,1,3,3,3,558.49,1102.86,1334
31000,15,10,3,3,3,842.52,385.02,1424
31000,17,3,3,3,3,703.99,719.91,1480
31000,10,4,2,3,3,943.24,391.35,1301
31025,22,11,9,3,3,575.77,1092.59,1668
31150,13,10,3,1,2,747.02,613.7,1361
31200,12,10,2,1,2,771.94,579.14,1351
31200,8,3,4,1,2,847.94,401.71,1250
31200,17,10,3,2,3,334.25,512.93,847
31200,19,10,9,3,3,736.78,642.22,1682
31200,14,5,3,3,3,636.75,1045.55,1379
31300,18,10,3,1,2,859.27,866.85,1726
31450,8,7,3,1,1,1566.98,318.7,1886
31500,11,10,3,1,2,801.77,531.09,1333
31975,12,7,4,1,1,1496.45,474.79,1971
32000,7,1,3,1,1,757.54,266.81,1958
32000,11,10,3,1,1,1607.01,350.99,1024
32000,8,1,3,3,1,1579.73,409.59,1989
32000,14,1,2,1,1,737.51,728.72,1462
32000,14,1,3,1,1,767.42,653.53,1426
32000,11,1,3,1,1,516.02,1375.88,1371
32000,10,1,3,1,2,375.71,494.19,1343
32000,8,1,7,1,2,869.68,361.04,1274
32000,8,1,10,1,2,767.42,653.53,1231
32000,18,10,3,1,2,855.92,443.25,1576
32000,18,10,3,1,2,791.74,593.99,1576
32000,18,10,3,1,2,726.69,756.5,1592
32000,14,10,2,1,2,869.68,412,1260
32000,16,10,2,1,2,802,569.28,1532
32000,17,10,3,1,2,755.67,658.68,1423
32000,17,10,3,1,2,635.61,968.64,809
32000,15,10,3,1,2,755.67,682.79,1470
32000,14,10,3,1,2,767.42,630.45,1438
32000,17,10,3,1,2,869.68,310.08,1512
32000,17,10,3,1,2,705.05,784.36,1648
32000,14,10,3,1,2,755.67,658.68,1414
32000,15,10,3,1,2,726.69,729.79,1470
32000,14,10,4,1,2,690.44,732.66,1466
32000,11,10,2,1,2,822.83,501.5,1421
32000,12,10,3,1,2,767.42,630.45,1365
32000,12,10,3,1,2,791.74,573.02,1386
32000,12,10,4,1,2,32000,990.23,1396
32000,8,10,2,1,2,814.49,520.47,1282
32000,8,10,2,1,2,342.81,465.97,1289
32000,8,10,3,1,2,726.69,743.15,1274
32000,8,10,3,1,2,791.74,583.5,1274
32000,11,2,2,1,2,737.51,715.86,1364
32000,12,2,3,1,2,802,559.23,1386
32000,12,2,3,1,2,755.67,694.84,772
32000,9,2,3,1,2,791.74,604.48,1299
32000,22,4,4,1,2,814.49,548.81,32990
32000,14,4,2,1,2,30843.86,552.36,870
32000,14,4,2,1,2,869.68,419.28,1451
32000,13,4,3,1,2,869.68,419.28,1421
32000,11,4,3,1,2,755.67,694.84,1363
32000,13,4,3,1,2,814.49,549.05,1432
32000,14,5,2,1,2,705.05,827.4,1414
32000,16,5,2,1,2,802.01,619.04,1532
32000,10,5,2,1,2,405.44,409.74,1333
32000,13,5,3,1,2,755.67,682.79,1432
32000,9,5,2,1,2,393.93,377.6,1299
32000,14,6,2,1,2,705.05,813.05,1426
32000,16,6,3,1,2,705.05,683.93,1389
32000,10,6,3,1,2,855.92,443.25,1352
32000,14,7,4,1,2,767.42,665.07,1451
32000,12,7,2,1,2,670.72,905.5,1375
32000,11,7,3,1,2,791.74,593.99,1335
32000,11,8,4,1,2,618.67,1053.08,815
32000,22,9,3,1,2,670.72,905.5,1681
32000,12,9,2,1,2,822.83,519.86,1375
32000,14,11,3,1,2,593.86,1087.19,1414
32000,15,11,3,1,3,755.67,658.68,1296
32000,15,11,4,1,3,690.44,821.88,1456
32000,10,11,3,1,3,822.84,510.56,1379
32000,21,10,9,2,3,690.44,957.16,1672
32000,13,10,3,2,3,755.67,658.68,1456
32000,8,10,2,2,3,755.67,706.33,1289
32000,14,2,3,2,3,755.67,670.74,1438
32000,13,3,1,2,3,767.42,688.14,1398
32000,14,1,3,3,3,635.61,968.64,1414
32000,17,1,3,3,3,690.44,836.92,1527
32000,13,1,2,3,3,791.74,583.5,1398
32000,13,1,5,3,3,869.68,404.72,1421
32000,19,1,3,3,3,869.68,404.72,1591
32000,20,10,5,3,3,653.08,937.68,1604
32000,15,10,3,3,3,869.68,404.72,1483
32000,16,10,9,3,3,726.69,743.15,1489
32000,8,10,3,3,3,755.67,670.74,1180
32000,20,2,9,3,3,822.84,556,1604
32000,12,2,3,3,3,737.51,522.93,31396
32000,16,3,3,3,3,726.69,743.15,1518
32000,10,3,2,3,3,705.06,770.01,1324
32000,27,5,3,3,3,767.42,665.06,1892
32000,16,5,3,3,3,726.7,569.58,1475
32000,11,6,3,3,3,822.83,529.05,1361
32000,15,7,3,3,3,705.05,827.4,1470
32000,14,8,2,3,3,670.72,921.47,1453
32075,12,10,2,1,2,793.59,595.39,1389
32200,20,11,2,3,3,639.58,1010.33,1650
32275,15,4,3,1,2,732.93,736.06,1469
32325,10,10,3,1,2,831.19,525.14,1356
32400,20,10,3,3,3,643.56,1016.6,1660
32475,10,1,3,3,3,835.06,389.58,1225
32500,12,10,9,1,2,883.28,418.44,32523
32500,8,10,3,1,2,883.28,403.65,1302
32500,8,11,2,1,3,32500,22.9,1287
