loan_amnt,int_rate,Term,annual_inc,emp_length,home_own,Loan_purpose,total_pymnt,Prncp_Rec,Interest_Rec,Interest_Rec,Grade
30800,12,2,120000,2,1,3,1344,762,582,2,2
18000,21,2,45000,2,3,2,930,348,582,2,4
25000,15,2,100000,6,3,2,1148,566,582,2,3
25600,14,2,92000,2,1,3,1173,590,583,2,3
27000,20,2,75000,2,3,3,849,266,583,2,4
32000,12,2,118000,6,1,2,1375,792,584,2,2
21000,18,2,79000,1,3,3,1024,440,584,2,4
36000,10,2,170000,2,1,5,1511,926,585,2,2
30000,12,2,300000,2,1,3,1329,742,586,2,2
20000,18,2,68000,2,1,3,1005,419,586,2,4
36000,11,2,125000,6,1,3,1502,916,586,2,2
27000,14,2,105000,1,2,3,1224,638,586,2,3
20000,19,2,56000,5,3,2,994,408,586,2,4
20000,19,2,43000,2,3,3,994,408,586,2,4
28000,14,2,170000,6,1,3,1248,661,587,2,3
28500,14,2,466000,5,1,5,1260,673,587,2,3
17000,22,2,75000,2,1,5,904,316,588,2,4
20000,17,2,110000,5,1,5,1020,432,588,2,3
25000,15,1,58812,1,2,3,1702,1115,588,2,3
25000,15,1,50000,1,3,3,1702,1115,588,2,3
25000,14,2,105000,5,1,3,1166,576,589,2,3
21000,17,2,55000,2,3,3,1042,453,589,2,3
25000,14,2,45000,2,1,2,1180,590,590,2,3
35000,11,2,88000,2,1,3,1481,891,590,2,2
35000,11,2,25400,6,1,5,1481,891,590,2,2
37000,10,2,230000,2,2,3,1542,951,590,2,2
35000,11,2,175000,1,3,3,1481,891,590,2,2
30000,13,1,240000,1,1,2,1311,719,591,2,2
25000,15,2,63500,2,1,3,1159,568,591,2,3
25000,15,2,75000,2,1,3,1159,568,591,2,3
25000,15,2,130000,3,1,3,1159,568,591,2,3
15750,23,2,49500,6,1,3,875,284,591,2,5
40000,13,2,110000,6,1,3,1068,477,591,2,2
25000,15,2,300000,1,1,5,1159,568,591,2,3
21000,18,1,150000,1,3,3,1486,895,591,2,4
30000,13,2,80000,5,3,3,1311,719,591,2,2
25000,15,2,60000,5,3,3,1159,567,591,2,3
25000,15,2,150000,1,3,5,1159,568,591,2,3
18000,21,2,40000,3,2,3,940,348,592,2,4
35375,11,1,295000,2,1,3,2275,1682,593,2,2
26500,14,2,50000,1,1,3,1204,611,593,2,3
20000,19,1,90000,2,3,3,1433,840,593,2,4
14000,27,2,31000,1,3,2,839,224,593,2,5
27000,14,2,51700,2,3,2,1215,622,593,2,3
34000,11,2,175000,6,1,2,1446,852,594,2,2
32000,12,2,109000,2,1,3,1386,792,594,2,2
32000,12,2,40000,3,1,3,1386,792,594,2,2
25000,17,1,92000,1,1,2,1135,539,595,2,3
32075,12,2,150000,2,1,2,1389,794,595,2,2
25000,17,2,30000,5,1,3,1135,539,595,2,3
36000,11,1,57000,5,1,1,1513,916,596,2,2
22000,17,2,170000,3,1,5,1071,475,596,2,3
22400,17,2,70000,3,2,3,1080,483,596,2,3
28000,14,2,128500,2,1,2,1259,661,597,2,3
28000,14,2,108000,2,1,3,1259,661,597,2,3
20000,19,2,120000,2,1,3,1005,408,597,2,4
20000,19,2,68000,3,1,3,1005,408,597,2,4
20000,19,2,55000,6,1,3,1005,408,597,2,4
28000,14,2,79000,2,3,3,1259,661,597,2,3
14400,26,2,65000,2,3,3,836,239,597,2,5
40000,12,2,250000,2,1,3,11706,11108,598,2,2
27200,14,2,178000,2,1,3,1224,627,598,2,3
15000,25,2,50000,1,1,2,855,256,599,2,5
24000,16,2,400000,5,1,2,1128,529,599,2,3
40000,11,2,100000,2,1,3,1601,1003,599,2,2
35500,11,2,81000,2,1,3,1502,904,599,2,2
24000,16,2,100000,6,3,2,1128,529,599,2,3
24000,16,2,77700,1,3,5,1128,529,599,2,3
15000,26,2,97000,4,1,3,849,249,600,2,5
35000,13,1,115000,1,3,2,2209,1609,600,2,2
15000,26,2,65000,1,3,5,849,249,600,2,5
35000,11,2,255520,1,1,3,1491,891,601,3,2
22000,18,2,130000,3,3,3,1062,461,601,3,4
33000,12,2,161000,2,1,2,1418,816,602,3,2
30000,13,2,103000,1,1,3,1321,719,602,3,2
30000,13,2,249000,2,1,3,1321,719,602,3,2
30000,13,2,120000,6,1,3,1321,719,602,3,2
30000,13,2,250000,6,1,3,1321,719,602,3,2
30000,13,2,125000,2,3,3,1321,719,602,3,2
40000,14,2,67000,2,3,3,2005,1403,602,3,3
30000,22,2,97000,2,3,3,27595,26993,602,3,4
27000,18,2,75000,3,3,3,1468,866,602,3,4
36000,11,1,185000,3,1,3,2316,1712,603,3,2
24000,14,2,22000,2,1,3,1169,567,603,3,3
18000,21,2,80000,2,1,3,951,348,603,3,4
18000,21,2,85000,6,3,3,951,348,603,3,4
30650,13,2,200000,1,1,3,1339,735,604,3,2
32000,12,2,70000,2,1,5,1396,792,604,3,2
20000,20,2,53000,2,3,2,1003,397,605,3,4
21000,18,2,75000,1,3,3,1045,440,605,3,4
20000,20,2,40000,6,3,3,1074,469,605,3,4
20000,19,2,53820,6,1,2,1015,408,607,3,4
36000,11,2,94000,2,1,2,1523,916,607,3,2
36000,11,2,75000,5,1,3,1523,916,607,3,2
20000,19,2,55000,6,2,2,1015,408,607,3,4
36000,11,2,90000,6,3,5,1523,916,607,3,2
29250,13,2,140000,3,1,3,1309,701,608,3,2
30000,13,1,70000,6,1,3,1989,1379,609,3,2
34075,12,2,45000,1,1,3,1453,843,610,3,2
24000,16,2,210000,5,1,3,1139,529,610,3,3
15000,25,2,37500,1,2,5,865,256,610,3,5
39000,10,2,121320,5,1,3,1614,1003,611,3,2
16200,24,2,60000,2,3,3,895,284,611,3,5
23400,17,2,45000,3,3,2,1117,505,612,3,3
38000,13,2,75000,2,3,3,1523,911,612,3,2
37000,11,2,198000,5,1,2,1555,942,613,3,2
33000,12,2,180200,2,1,3,1429,816,613,3,2
34225,12,2,160000,2,1,3,1460,847,613,3,2
30000,13,2,113000,3,1,3,1332,719,613,3,2
30000,13,2,60000,1,3,3,1332,719,613,3,2
30000,13,2,175000,1,3,3,1332,719,613,3,2
30000,13,2,78000,2,3,3,1332,719,613,3,2
30000,13,2,99000,5,3,3,1332,719,613,3,2
30000,26,2,120000,2,1,2,860,246,614,3,5
31150,13,2,122000,2,1,3,1361,747,614,3,2
36500,11,2,150000,2,1,3,1544,929,615,3,2
20250,19,2,125000,6,1,3,1028,413,615,3,4
16000,24,2,47000,6,3,3,895,280,615,3,5
20000,20,2,45000,7,1,3,1014,397,616,3,4
20000,20,2,187000,1,2,2,1014,397,616,3,4
20000,20,2,65000,4,2,2,1014,397,616,3,4
24000,17,2,86900,3,3,3,1134,518,616,3,3
20000,20,2,92000,5,3,3,1014,397,616,3,4
20000,20,2,78000,5,3,3,1014,397,616,3,4
24000,17,2,70000,1,3,5,1134,518,616,3,3
16000,25,2,84600,1,1,3,889,273,617,3,5
16000,25,2,70000,6,1,3,889,273,617,3,5
24000,27,2,50000,4,3,3,24617,24000,617,3,5
30000,14,2,180000,5,1,2,1326,708,618,3,3
30000,14,2,123000,1,1,3,1326,708,618,3,3
30000,14,2,135886,5,1,3,1326,708,618,3,3
30000,14,2,51000,5,1,3,1326,708,618,3,3
30000,14,2,75000,5,3,3,1326,708,618,3,3
32000,11,2,115000,2,1,2,1421,802,619,3,2
35000,11,1,99000,2,3,5,2269,1650,619,3,2
17600,22,2,70000,2,1,3,946,327,620,3,4
20425,19,2,40000,3,2,2,1037,417,620,3,4
40000,13,1,65000,1,3,2,1097,477,620,3,2
28000,13,2,45000,5,2,3,1293,671,621,3,2
31000,13,2,80000,2,2,3,1365,743,622,3,2
15000,27,2,56306,2,3,5,864,242,622,3,5
18000,22,2,120000,2,1,3,957,334,623,3,4
30000,16,1,55000,1,3,2,1939,1315,623,3,3
30500,13,2,83000,4,3,3,1354,731,623,3,2
35000,11,2,95000,5,3,3,1500,877,623,3,2
26375,15,1,160000,1,1,2,1222,599,624,3,3
30000,18,2,80000,2,1,2,1253,629,624,3,4
25000,16,2,80000,1,1,3,1175,551,624,3,3
25000,16,1,160000,1,2,2,1175,551,624,3,3
25000,16,2,65000,1,3,3,1175,551,624,3,3
25000,16,2,69427,4,3,3,1175,551,624,3,3
26600,15,1,221000,1,1,3,1811,1186,625,3,3
25500,16,2,75000,2,1,3,1187,562,625,3,3
28000,14,2,82000,2,1,3,1272,645,626,3,3
20075,20,1,50000,6,2,3,1457,831,626,3,4
28000,14,2,72000,3,3,2,1272,645,626,3,3
28000,14,2,66000,1,3,3,1272,645,626,3,3
35000,12,2,100000,1,1,2,1493,866,627,3,2
40000,10,2,75000,3,1,2,1655,1029,627,3,2
35000,12,2,175000,1,1,3,1493,866,627,3,2
40000,10,2,200000,2,1,3,1655,1029,627,3,2
35000,12,2,90000,2,1,3,1493,866,627,3,2
40000,10,2,140000,2,1,3,1655,1029,627,3,2
40000,10,2,130000,2,1,3,1655,1029,627,3,2
40000,10,2,115000,2,1,3,1655,1029,627,3,2
40000,10,2,135000,3,1,3,1655,1029,627,3,2
40000,10,2,150000,5,1,3,1655,1029,627,3,2
40000,10,2,67828,2,1,4,1655,1029,627,3,2
40000,10,2,87000,2,1,5,1655,1029,627,3,2
40000,10,2,170000,2,2,5,1655,1029,627,3,2
35000,12,2,41600,2,3,3,1493,866,627,3,2
40000,10,2,140000,2,3,3,1655,1029,627,3,2
35000,12,2,85000,6,3,3,1493,866,627,3,2
20000,19,1,70000,1,1,2,1036,408,628,3,4
24000,17,2,78000,2,1,3,1146,518,628,3,3
16000,25,2,46000,2,1,3,901,273,628,3,5
24000,17,2,51000,3,1,3,1146,518,628,3,3
16000,25,2,52000,5,1,3,901,273,628,3,5
20000,20,2,112000,6,1,3,1025,397,628,3,4
24000,17,2,75000,2,3,3,1146,518,628,3,3
24000,17,2,98000,3,3,3,1146,518,628,3,3
24000,17,2,25000,5,3,5,1146,518,628,3,3
30000,14,2,60000,2,1,3,1337,708,629,3,3
30000,14,2,65000,6,1,3,1337,708,629,3,3
30000,14,2,80000,1,3,3,1337,708,629,3,3
29000,14,1,230000,1,1,2,1315,685,630,3,3
32000,13,1,85000,4,2,1,1398,767,630,3,2
32000,13,1,135000,1,3,2,1398,767,630,3,2
27975,14,1,180000,2,1,2,1891,1258,633,3,3
22000,19,2,68000,6,3,2,1082,449,633,3,4
28000,14,1,130000,5,1,3,1893,1259,634,3,3
18000,22,2,97500,2,1,3,968,334,634,3,4
15000,27,2,89335,6,1,3,875,242,634,3,5
15000,27,2,145000,2,1,5,875,242,634,3,5
22000,18,2,83000,6,1,5,1095,461,634,3,4
15000,27,2,70000,4,3,2,875,242,634,3,5
25000,21,2,45500,1,3,3,1117,483,634,3,4
15000,27,2,28000,4,3,3,875,242,634,3,5
25000,16,2,45000,5,1,3,1186,551,635,3,3
25000,16,2,63000,5,1,3,1186,551,635,3,3
20000,21,2,70000,6,1,3,1022,387,635,3,4
14775,27,2,23242,6,1,3,874,238,635,3,5
20000,21,2,60000,2,2,2,1022,387,635,3,4
20000,21,2,50000,2,2,3,1022,387,635,3,4
25000,16,1,95000,1,3,2,1186,551,635,3,3
20000,21,2,94000,1,3,3,1022,387,635,3,4
25000,16,2,66000,2,3,3,1186,551,635,3,3
20000,21,2,65000,5,3,3,1022,387,635,3,4
16000,25,1,52000,3,3,3,1244,609,636,3,5
28000,16,2,85000,4,3,3,1253,617,636,3,3
29000,14,2,91800,2,1,2,1305,668,637,3,3
40000,10,1,104000,1,1,2,1667,1029,638,3,2
40000,10,2,120000,6,1,2,1667,1029,638,3,2
40000,10,2,80000,2,1,3,1667,1029,638,3,2
40000,10,2,195000,2,1,3,1667,1029,638,3,2
40000,10,2,152000,2,1,3,1667,1029,638,3,2
40000,10,2,125000,2,1,3,1667,1029,638,3,2
40000,10,2,162000,3,1,3,1667,1029,638,3,2
40000,10,2,68000,4,1,3,1667,1029,638,3,2
35000,12,2,30000,4,1,3,1504,866,638,3,2
40000,10,2,100237,6,1,3,1667,1029,638,3,2
35000,12,2,135000,2,1,5,1504,866,638,3,2
35000,12,2,119000,5,1,5,1504,866,638,3,2
25550,16,2,165000,2,3,2,1201,563,638,3,3
35000,12,2,49920,5,3,3,1504,866,638,3,2
40000,10,2,85000,6,3,3,1667,1029,638,3,2
27000,15,2,45000,2,1,3,1251,612,639,3,3
28000,15,2,73000,2,1,3,1274,636,639,3,3
16000,25,2,340000,2,1,3,912,273,639,3,5
24000,17,2,110000,6,1,3,1157,518,639,3,3
28000,15,2,180000,4,3,2,1274,636,639,3,3
28000,15,2,60000,1,3,3,1274,636,639,3,3
30000,14,2,149000,2,1,2,1349,708,640,3,3
30000,14,2,120000,1,1,3,1349,708,640,3,3
30000,14,2,85000,2,1,3,1349,708,640,3,3
30000,14,2,225000,2,1,3,1349,708,640,3,3
30000,14,2,120000,4,1,3,1349,708,640,3,3
30000,14,2,148550,5,1,3,1349,708,640,3,3
30000,14,1,90000,1,3,1,1349,708,640,3,3
36000,11,2,135000,5,3,2,1543,902,640,3,2
30000,14,2,32000,2,3,3,1349,708,640,3,3
30000,14,2,55000,5,3,3,1349,708,640,3,3
25000,17,2,100000,5,1,3,1182,539,642,3,3
35000,11,2,92000,6,2,3,1533,891,642,3,2
31200,14,2,50000,5,3,3,1379,737,642,3,3
25000,17,2,140000,2,1,2,1182,538,643,3,3
36000,12,2,112000,5,1,3,1843,1200,643,3,2
15000,27,2,33000,2,3,3,952,308,644,3,5
35000,19,2,100000,6,3,3,999,354,644,3,4
20000,21,2,53000,2,1,2,1083,438,645,3,4
36000,12,2,110000,2,3,3,1535,891,645,3,2
40000,10,1,120000,2,1,2,2559,1913,646,3,2
19000,22,2,65000,4,1,3,998,353,646,3,4
20000,21,2,53926,7,1,3,1033,387,647,3,4
21000,20,2,125000,1,1,5,1064,417,647,3,4
22500,18,2,80000,2,3,3,1120,472,648,3,4
28000,14,2,360000,2,1,3,1294,645,649,3,3
28000,14,2,56000,5,1,3,1294,645,649,3,3
20000,19,2,75000,5,1,3,1057,408,649,3,4
28000,14,2,72000,3,3,3,1294,645,649,3,3
40000,10,2,175000,2,1,2,1678,1028,650,3,2
40000,10,2,330000,1,1,3,1678,1029,650,3,2
40000,10,2,116000,2,1,3,1678,1029,650,3,2
40000,10,2,113500,2,1,3,1678,1029,650,3,2
40000,10,2,1123100,2,1,3,1678,1029,650,3,2
35000,12,2,115000,5,1,3,1516,866,650,3,2
40000,10,2,115000,2,1,5,1678,1029,650,3,2
40000,10,2,80000,2,1,5,1678,1029,650,3,2
40000,10,2,210000,1,3,3,1678,1029,650,3,2
35000,12,2,120000,1,3,3,1516,866,650,3,2
40000,10,2,150000,2,3,3,1678,1029,650,3,2
40000,10,2,150000,2,3,3,1678,1029,650,3,2
24000,17,2,50000,2,3,3,1168,518,650,3,3
40000,11,2,60000,4,1,2,1669,1018,651,3,2
40000,11,2,300000,1,1,3,1669,1018,651,3,2
40000,11,2,40000,2,1,3,1669,1018,651,3,2
40000,11,2,90000,2,1,3,1669,1018,651,3,2
40000,11,2,255000,2,1,3,1669,1018,651,3,2
40000,11,2,120000,3,1,3,1669,1018,651,3,2
23000,18,2,90000,3,1,3,1133,482,651,3,4
40000,11,2,160000,5,1,3,1669,1018,651,3,2
40000,11,2,212000,6,1,3,1669,1018,651,3,2
40000,11,2,87000,2,1,5,1669,1018,651,3,2
40000,11,2,90000,3,3,3,1669,1018,651,3,2
40000,11,2,94000,5,3,3,1669,1018,651,3,2
30000,14,2,149500,5,3,3,1360,708,651,3,3
40000,11,2,109000,6,3,3,1669,1018,651,3,2
16000,26,2,71000,3,3,3,917,265,652,3,5
25000,17,2,120000,1,1,3,1193,539,654,3,3
40000,14,2,33000,2,1,3,1576,922,654,3,3
32000,13,2,70000,5,1,3,1421,767,654,3,2
25000,17,2,48000,5,1,3,1193,539,654,3,3
25000,17,2,78000,4,2,3,1193,539,654,3,3
32000,13,2,140000,1,3,4,1421,767,654,3,2
24000,18,2,44720,1,3,3,1158,503,655,3,4
32625,13,2,120000,2,3,3,1437,782,655,3,2
20000,19,2,47301,2,3,3,2013,1358,655,3,4
36000,12,2,48000,2,1,3,1547,891,656,3,2
36000,12,2,145000,3,1,3,1547,891,656,3,2
36000,12,2,52000,2,2,3,1547,891,656,3,2
22000,19,2,55000,7,3,3,1105,449,656,3,4
29000,14,1,40000,6,1,5,1961,1304,657,3,3
30000,15,1,90000,2,3,3,3541,2884,657,3,3
20000,21,2,57000,1,3,2,1045,387,658,3,4
20000,21,2,38000,2,3,3,1045,387,658,3,4
30000,14,2,115000,2,1,2,1350,691,659,3,3
30000,14,2,265000,2,1,2,1350,691,659,3,3
32000,14,2,30000,5,1,2,1414,756,659,3,3
35525,12,2,102000,7,1,2,1538,879,659,3,2
32000,14,2,70000,2,1,3,1414,756,659,3,3
29350,19,2,165000,5,1,5,1258,599,659,3,4
32000,14,2,150000,1,3,3,1414,756,659,3,3
20400,21,2,140000,2,1,3,1054,394,660,3,4
20400,21,2,97000,4,3,5,1054,394,660,3,4
35000,12,2,400000,2,1,3,1527,866,661,3,2
40000,10,2,112000,2,1,3,1690,1029,661,3,2
40000,10,2,57000,2,1,3,1690,1029,661,3,2
35000,12,2,80000,5,1,3,1527,866,661,3,2
35000,12,2,129000,2,1,5,1527,866,661,3,2
35000,12,2,80000,2,3,2,1527,866,661,3,2
26000,16,2,60000,1,3,3,1233,573,661,3,3
25000,17,1,67000,4,3,3,1745,1083,662,3,3
40000,11,2,1100000,2,1,3,1681,1018,663,3,2
40000,11,2,136000,2,1,3,1681,1018,663,3,2
40000,11,2,73000,1,3,3,1681,1018,663,3,2
40000,11,2,74500,1,3,3,1681,1018,663,3,2
16000,26,1,33000,1,3,2,929,265,664,3,5
32000,13,2,85000,5,1,3,1432,767,665,3,2
32000,13,2,160000,5,1,3,1432,767,665,3,2
31000,17,2,52000,1,3,3,1334,669,665,3,3
25000,17,2,167000,1,1,3,1205,539,666,3,3
25000,17,2,23878,2,1,3,1205,539,666,3,3
25000,17,2,130000,2,1,5,1205,539,666,3,3
25000,17,2,120000,5,1,5,1205,539,666,3,3
25000,17,2,65000,6,2,3,1205,539,666,3,3
25000,17,1,95000,2,3,3,1745,1080,666,3,3
25000,17,1,77000,6,3,1,1205,539,666,3,3
25000,17,2,95000,1,3,3,1205,539,666,3,3
24000,18,2,110000,2,3,3,1170,503,667,3,4
36000,12,2,90000,2,1,2,1559,891,668,3,2
36000,12,2,175000,1,1,3,1559,891,668,3,2
32700,13,2,60000,2,1,3,1452,784,668,3,2
36000,12,2,200000,5,1,3,1559,891,668,3,2
36000,12,2,59796,3,2,5,1559,891,668,3,2
36000,12,2,73000,5,3,2,1559,891,668,3,2
26500,16,1,150000,4,3,2,1831,1162,669,3,3
40000,11,1,111000,5,1,3,2573,1902,670,3,2
35000,16,2,50000,4,1,3,1441,771,670,3,3
20000,21,2,70000,2,2,5,1056,387,670,3,4
30000,14,2,210000,2,1,2,1363,691,671,3,3
32000,14,2,100200,5,1,2,1426,756,671,3,3
32000,14,2,100000,1,1,3,1426,756,671,3,3
20000,25,2,88000,2,1,5,1013,341,672,3,5
40000,10,2,73500,2,1,5,1701,1029,673,3,2
38500,11,2,85000,3,2,3,1638,965,673,3,2
40000,11,1,65000,5,1,1,1693,1018,674,3,2
40000,11,2,125000,2,1,3,1693,1018,674,3,2
40000,11,2,110000,2,1,3,1693,1018,674,3,2
40000,11,2,123000,3,1,3,1693,1018,674,3,2
40000,11,2,140000,4,1,3,1693,1018,674,3,2
40000,11,2,90000,4,1,3,1693,1018,674,3,2
40000,11,2,115000,5,1,3,1693,1018,674,3,2
40000,11,2,180000,1,3,5,1693,1018,674,3,2
16000,27,2,85000,2,1,5,934,258,676,3,5
16000,27,2,60000,1,1,3,934,258,676,3,5
36425,12,2,53000,2,1,3,1577,901,676,3,2
16000,27,2,95000,2,1,5,934,258,676,3,5
16000,27,2,120000,2,1,5,934,258,676,3,5
16000,27,2,42000,2,2,3,934,258,676,3,5
25000,17,2,82600,5,1,3,1217,539,677,3,3
39500,11,2,181000,5,1,2,1683,1005,678,3,2
25000,17,2,107500,5,1,3,1217,539,678,3,3
30000,14,1,240000,1,2,5,2028,1349,679,3,3
24000,18,2,250000,1,3,3,1182,503,679,3,4
20000,22,2,78000,2,1,5,1051,371,680,3,4
20000,22,2,156000,4,2,5,1051,371,680,3,4
36000,12,2,75000,5,3,3,1571,891,680,3,2
29350,14,2,103000,6,3,3,1357,676,680,3,3
35000,19,2,90000,2,3,5,1036,354,681,3,4
32000,14,2,69000,2,1,3,1438,756,683,3,3
30000,14,2,80000,5,1,3,1375,691,683,3,3
30000,14,2,47000,5,1,3,1375,691,683,3,3
32000,14,2,76500,3,2,3,1438,756,683,3,3
25000,23,1,130000,3,3,3,1168,485,683,3,5
30000,14,2,100000,1,3,3,1375,691,683,3,3
30000,14,2,75000,2,3,3,1375,691,683,3,3
38925,14,2,165000,2,3,5,1580,897,683,3,3
30000,15,2,56000,4,1,2,1365,681,684,3,3
40000,15,2,78000,2,1,3,1136,451,684,3,3
32000,16,2,62500,5,1,3,1389,705,684,3,3
30000,15,2,105000,2,2,5,1365,681,684,3,3
30000,15,2,28000,5,3,3,1365,681,684,3,3
40000,11,2,86000,2,1,2,1704,1018,686,3,2
27000,16,2,100000,5,1,2,1281,595,686,3,3
40000,11,2,271000,6,1,2,1704,1018,686,3,2
40000,11,2,200000,2,1,3,1704,1018,686,3,2
40000,11,2,96000,6,1,3,1704,1018,686,3,2
21500,20,2,47500,4,2,2,1114,427,686,3,4
40000,11,2,220000,1,3,3,1704,1018,686,3,2
36950,12,2,284000,1,3,3,1600,914,686,3,2
29650,14,2,225000,2,1,5,1370,683,687,3,3
32000,13,2,66000,2,2,3,1456,767,688,3,2
16000,27,2,88000,6,2,3,946,258,688,3,5
16000,27,2,52000,2,3,2,946,258,688,3,5
32800,14,2,66000,4,3,3,1462,775,688,3,3
25000,17,2,7200,3,1,3,1228,539,689,3,3
35000,13,1,120000,2,1,1,1529,839,690,3,2
35000,13,2,110000,6,1,3,1529,839,690,3,2
22000,20,2,83000,6,1,5,1127,437,690,3,4
35000,13,2,50752,3,3,3,1529,839,690,3,2
24000,18,2,50000,2,1,5,1194,503,691,3,4
21000,21,2,100000,5,3,2,1097,406,691,3,4
24000,18,2,57000,2,3,3,1194,503,691,3,4
24000,19,2,210000,1,3,4,1180,490,691,3,4
20000,22,2,50000,1,1,3,1063,371,692,3,4
26000,17,2,300000,2,1,3,1253,561,692,3,3
20000,22,2,53000,2,1,3,1063,371,692,3,4
20000,22,2,45000,2,1,5,1063,371,692,3,4
20000,22,2,50000,1,2,3,1063,371,692,3,4
27000,17,2,85000,3,1,3,1276,583,693,3,3
22500,20,2,100000,1,3,3,1140,447,694,3,4
25000,18,1,103000,1,1,2,1219,524,695,3,4
32000,14,2,54000,5,1,2,1451,756,695,3,3
30000,14,2,68000,1,1,3,1387,691,695,3,3
30000,14,2,85000,2,1,3,1387,691,695,3,3
25000,18,2,120000,2,1,3,1219,524,695,3,4
25000,18,2,125000,2,1,3,1219,524,695,3,4
32000,14,2,130000,6,1,5,1451,756,695,3,3
25000,18,2,30000,5,3,2,1219,524,695,3,4
38925,12,2,106600,5,3,3,1660,963,697,3,2
30000,15,2,77586,2,3,5,1378,681,697,3,3
29625,15,2,48000,1,2,3,1373,673,700,3,3
39200,12,1,40000,1,1,2,1672,970,702,3,2
40000,13,2,145000,2,1,3,1661,959,702,3,2
35000,13,2,100000,2,1,3,1542,839,702,3,2
38500,12,2,97000,5,1,3,1655,953,702,3,2
35000,13,2,145000,7,1,3,1542,839,702,3,2
35000,13,2,100000,1,3,3,1542,839,702,3,2
35000,13,2,125000,2,3,5,1542,839,702,3,2
25000,18,1,99000,3,1,3,1769,1066,703,3,4
28000,17,2,100000,2,1,3,1469,765,703,3,3
21000,21,2,59000,2,1,3,1109,406,703,3,4
22000,26,2,69875,3,2,3,1068,365,703,3,5
21000,21,2,75000,1,3,3,1143,441,703,3,4
20000,22,2,45000,5,1,2,1075,371,704,3,4
20000,22,2,70000,2,1,3,1075,371,704,3,4
22000,20,2,115000,2,1,3,1139,435,704,3,4
20000,22,2,61000,4,2,3,1075,371,704,3,4
20000,22,2,60000,1,3,3,1083,379,704,3,4
20000,22,2,151000,2,3,3,1075,371,704,3,4
26000,17,2,42000,3,3,3,1373,669,704,3,3
20000,22,2,47500,4,3,3,1075,371,704,3,4
30000,15,1,225000,6,1,3,2043,1338,705,3,3
17000,26,2,120000,6,1,3,987,282,705,3,5
30000,15,1,68500,2,3,3,2043,1338,705,3,3
32000,14,1,40000,1,1,2,1462,756,706,3,3
27500,17,2,55000,6,1,3,1300,593,706,3,3
31000,14,2,75000,1,3,3,1420,714,706,3,3
40000,11,1,122000,2,1,3,2593,1886,707,3,2
40000,11,1,92000,5,1,3,2593,1886,707,3,2
40000,11,1,550000,2,1,4,2593,1886,707,3,2
39500,12,2,86000,1,1,3,1685,977,707,3,2
25000,18,2,70000,2,1,3,1231,524,707,3,4
25000,18,2,55000,3,1,3,1231,524,707,3,4
40000,11,1,75000,3,3,5,2593,1886,707,3,2
25000,18,2,55000,1,3,2,1231,524,707,3,4
25000,18,2,53000,6,3,3,1231,524,707,3,4
21500,21,2,75105,5,1,3,1123,416,708,3,4
30000,15,2,135000,2,1,2,1390,681,709,3,3
30000,15,2,78000,2,1,3,1390,681,709,3,3
30000,15,2,82000,2,1,3,1390,681,709,3,3
30000,15,2,216000,5,1,3,1390,681,709,3,3
30000,15,2,90000,4,3,2,1390,681,709,3,3
23000,20,2,65000,1,3,3,1166,457,709,3,4
35000,14,1,360000,6,1,2,2284,1574,710,3,3
40000,11,2,190000,1,1,3,1753,1043,710,3,2
35000,13,1,385000,6,1,3,2320,1609,711,3,2
39000,12,2,185000,2,1,3,1676,965,711,3,2
35425,13,2,310000,3,1,3,1560,850,711,3,2
28000,16,2,52000,5,1,3,1328,617,711,3,3
35000,13,1,60000,1,2,5,2320,1609,711,3,2
35000,13,1,105000,1,3,3,2320,1609,711,3,2
35000,13,1,112000,3,3,3,2320,1609,711,3,2
40000,11,2,136000,1,1,3,1714,1003,712,3,2
40000,11,2,130000,2,1,3,1714,1003,712,3,2
40000,11,2,115000,2,1,3,1714,1003,712,3,2
28700,22,2,51987,5,1,3,977,264,713,3,4
30000,15,2,90000,3,3,3,1426,677,713,3,3
25000,16,2,120000,1,3,3,1264,551,714,3,3
35000,13,2,38000,1,1,3,1554,839,715,3,2
35000,13,2,225000,2,1,3,1554,839,715,3,2
33500,14,2,85000,2,1,3,1506,791,715,3,3
35000,13,2,165000,5,1,3,1554,839,715,3,2
35000,13,2,211646,6,1,3,1554,839,715,3,2
35000,13,2,155000,6,1,3,1554,839,715,3,2
35000,13,2,145000,4,2,2,1554,839,715,3,2
35000,13,2,110000,5,3,4,1554,839,715,3,2
40000,12,2,250000,6,1,2,1706,990,716,3,2
40000,12,2,80000,2,1,3,1706,990,716,3,2
40000,12,2,175000,2,1,3,1706,990,716,3,2
40000,12,2,267000,3,2,3,1706,990,716,3,2
40000,12,2,115000,5,2,3,1706,990,716,3,2
32000,14,2,84000,6,3,2,1453,738,716,3,3
40000,12,2,120000,2,3,3,1706,990,716,3,2
40000,13,2,65000,2,3,3,1675,959,716,3,2
40000,12,2,85000,5,3,3,1706,990,716,3,2
40000,16,2,157630,4,1,2,1155,438,717,3,3
20000,22,2,100000,4,1,5,1088,371,717,3,4
20000,22,2,68000,2,2,3,1088,371,717,3,4
38000,12,2,220000,2,1,3,1658,940,718,3,2
35000,17,2,55000,3,1,3,1473,755,718,3,3
18000,25,1,95000,1,1,1,1026,307,719,3,5
25000,19,2,100000,2,1,2,1230,510,719,3,4
